"seriesDescription","seriesCount","geoAreaCode","geoAreaName","timePeriodStart","value","Age","Location","Sex"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"17.95208","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"8.67292","15+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"4.33667","15-24","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"10.895","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"11.13042","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"23.62333","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"21.12958","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"8.69042","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"19.1675","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"8.27375","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"21.62083","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"9.59625","45-54","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"23.10167","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"11.53917","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"23.94792","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"9.30708","65+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"18.03208","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"8.14333","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"8.07917","25-44","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"24.5125","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"19.37208","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"19.93208","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"8.70292","15+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"17.20167","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"17.89","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"17.9225","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"8.39917","25-44","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"11.79625","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"7.12875","45-54","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"10.79292","55-64","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"23.38167","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"7.48125","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"4.39417","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"4.36833","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","688","Serbia",2015,"8.53833","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","705","Slovenia",2001,"11.11125","20-74","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","705","Slovenia",2001,"20.55542","20-74","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","710","South Africa",2000,"5.41667","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","710","South Africa",2000,"14.79167","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","710","South Africa",2010,"6.45833","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","710","South Africa",2010,"15.55542","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","724","Spain",2003,"6.73625","20-74","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","724","Spain",2003,"20.48625","20-74","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","724","Spain",2010,"8.61125","20-74","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","724","Spain",2010,"18.95833","20-74","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"2.08333","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"23.125","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"3.19458","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"18.81958","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"30.41667","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"3.75","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"30.76375","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"3.26375","15+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"30.20833","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"3.95833","25-44","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"23.47208","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"4.02792","45-54","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"15","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"3.88875","55-64","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"9.23625","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"2.70833","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"23.125","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"18.75","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"5.20833","45-54","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"15.34708","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"2.98625","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"7.91667","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"2.36125","65+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"3.61125","25-44","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"20.06958","10+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"3.125","10+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"2.15292","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"18.26375","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"20.20833","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"3.05542","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"19.30542","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"2.08333","15-24","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"22.63875","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"3.19458","15+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"4.375","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"21.80542","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"14.86125","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"3.54167","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"8.68042","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"2.63875","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"20","10+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2000,"2.98625","10+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"17.01375","10+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"2.56958","10+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"8.88875","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"3.40292","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"18.33333","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"4.02792","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"3.68042","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"3.40292","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"21.59708","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"12.91667","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"1.66667","15-24","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"17.77792","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"2.98625","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"14.30542","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"26.59708","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"3.19458","25-44","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"18.26375","10+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"3.05542","10+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"6.80542","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"3.75","65+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"17.56958","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"3.19458","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"20.13875","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"2.91667","45-54","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"2.01375","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"9.65292","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"3.33333","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"19.16667","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"4.16667","55-64","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"22.01375","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"3.88875","45-54","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"27.36125","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"3.47208","25-44","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"20.41667","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"2.98625","15+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"2.63875","15+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"19.375","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"27.22208","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"13.88875","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"2.01375","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"20.13875","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","275","State of Palestine",2013,"2.98625","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"19.37667","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"13.3675","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"17.63792","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"11.94458","20-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"11.82042","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"18.9475","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"16.4525","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"12.72958","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"16.36","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"12.6975","20+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"17.65083","20+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"17.22208","20-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"7.49333","20-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2001,"9.55792","20-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"12.82792","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"16.04208","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"12.63875","20-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"19.005","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"16.43667","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"13.09792","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"17.48417","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"15.97208","20-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"12.81042","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"15.38042","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"14.12542","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","752","Sweden",2011,"16.41333","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"6.64167","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"9.24167","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"9.84167","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"18.12083","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"9.88333","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"19.15417","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"8.94583","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"23.17917","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"16.975","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"11.22917","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"10.0625","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2000,"15.02083","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"10.80833","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"14.96667","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"9.65","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"17.32917","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"10.525","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"19.37083","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"11.65417","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"23.22083","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"10.32917","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"18.10417","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"6.89583","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2004,"9.01667","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"7.51667","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"9.6375","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"17.91667","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"12.59583","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"23.47917","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"9.89167","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"16.41667","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"11.73333","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"19.0875","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"10.32917","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"14.4","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2007,"10.90833","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"6.37083","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"9.74583","15+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"15.04583","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"11.15417","25-44","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"18.70833","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"8.89583","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"15.55417","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"9.85417","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"10.45417","15+","RURAL","MALE"
